time_period,flow_breakdown,obs_value,assessment_code
2019-01-01,STATDIFF,-5931.0,3
2019-01-01,TOTEXPSB,79832.0,1
2019-01-01,TOTIMPSB,233126.0,1
2019-02-01,INDPROD,326819.0,1
2019-02-01,REFINOBS,443681.0,1
2019-02-01,STATDIFF,-17256.0,3
2019-02-01,TOTEXPSB,83721.0,1
2019-02-01,TOTIMPSB,186243.0,1
2019-03-01,INDPROD,369203.0,1
2019-03-01,REFINOBS,493975.0,1
2019-03-01,STATDIFF,-1388.0,3
2019-03-01,TOTEXPSB,83197.0,1
2019-03-01,TOTIMPSB,209541.0,1
2019-04-01,INDPROD,364293.0,1
2019-04-01,REFINOBS,490236.0,1
2019-04-01,STATDIFF,-9438.0,3
2019-04-01,TOTEXPSB,85275.0,1
2019-04-01,TOTIMPSB,210741.0,1
2019-05-01,INDPROD,376738.0,1
2019-05-01,REFINOBS,518303.0,1
2019-05-01,STATDIFF,-17721.0,3
2019-05-01,TOTEXPSB,89908.0,1
2019-05-01,TOTIMPSB,221900.0,1
2019-06-01,INDPROD,366642.0,1
2019-06-01,REFINOBS,517074.0,1
2019-06-01,STATDIFF,-14376.0,3
2019-06-01,TOTEXPSB,94775.0,1
2019-06-01,TOTIMPSB,214233.0,1
2019-07-01,INDPROD,368952.0,1
2019-07-01,REFINOBS,532431.0,1
2019-07-01,STATDIFF,-10091.0,3
2019-07-01,TOTEXPSB,83512.0,1
2019-07-01,TOTIMPSB,214988.0,1
2019-08-01,INDPROD,387024.0,1
2019-08-01,REFINOBS,536202.0,1
2019-08-01,STATDIFF,-7052.0,3
2019-08-01,TOTEXPSB,84550.0,1
2019-08-01,TOTIMPSB,215273.0,1
2019-09-01,INDPROD,377681.0,1
2019-09-01,REFINOBS,492093.0,1
2019-09-01,STATDIFF,-3850.0,3
2019-09-01,TOTEXPSB,92754.0,1
2019-09-01,TOTIMPSB,194340.0,1
2019-10-01,INDPROD,396984.0,1
2019-10-01,REFINOBS,486107.0,1
2019-10-01,STATDIFF,-14555.0,3
2019-10-01,TOTEXPSB,104865.0,1
2019-10-01,TOTIMPSB,193544.0,1
2019-11-01,INDPROD,389809.0,1
2019-11-01,REFINOBS,494453.0,1
2019-11-01,STATDIFF,-17360.0,3
2019-11-01,TOTEXPSB,90694.0,1
2019-11-01,TOTIMPSB,174486.0,1
2019-12-01,INDPROD,402393.0,1
2019-12-01,REFINOBS,520569.0,1
2019-12-01,STATDIFF,-6162.0,3
2019-12-01,TOTEXPSB,113731.0,1
2019-12-01,TOTIMPSB,211751.0,1
2020-01-01,INDPROD,398392.0,1
2020-01-01,REFINOBS,503084.0,1
2020-01-01,STATDIFF,-16705.0,3
2020-01-01,TOTEXPSB,100775.0,1
2020-01-01,TOTIMPSB,198663.0,1
2020-02-01,INDPROD,372480.0,1
2020-02-01,REFINOBS,460097.0,1
2020-02-01,STATDIFF,-17471.0,3
2020-02-01,TOTEXPSB,107525.0,1
2020-02-01,TOTIMPSB,189060.0,1
2020-03-01,INDPROD,396682.0,1
2020-03-01,REFINOBS,472144.0,1
2020-03-01,STATDIFF,-19374.0,3
2020-03-01,TOTEXPSB,110263.0,1
2020-03-01,TOTIMPSB,195181.0,1
2020-04-01,INDPROD,357336.0,1
2020-04-01,REFINOBS,383170.0,1
2020-04-01,STATDIFF,-4801.0,3
2020-04-01,TOTEXPSB,92314.0,1
2020-04-01,TOTIMPSB,166309.0,1
2020-05-01,INDPROD,301133.0,1
2020-05-01,REFINOBS,402009.0,1
2020-05-01,STATDIFF,-7344.0,3
2020-05-01,TOTEXPSB,90787.0,1
2020-05-01,TOTIMPSB,188693.0,1
2020-06-01,INDPROD,313381.0,1
2020-06-01,REFINOBS,412031.0,1
2020-06-01,STATDIFF,-8800.0,3
2020-06-01,TOTEXPSB,82585.0,1
2020-06-01,TOTIMPSB,191919.0,1
2020-07-01,INDPROD,341244.0,1
2020-07-01,REFINOBS,444341.0,1
2020-07-01,STATDIFF,-8761.0,3
2020-07-01,TOTEXPSB,100532.0,1
2020-07-01,TOTIMPSB,183087.0,1
2020-08-01,INDPROD,328128.0,1
2020-08-01,REFINOBS,438703.0,1
2020-08-01,STATDIFF,-20884.0,3
2020-08-01,TOTEXPSB,100848.0,1
2020-08-01,TOTIMPSB,168406.0,1
2020-09-01,INDPROD,328025.0,1
2020-09-01,REFINOBS,407386.0,1
2020-09-01,STATDIFF,-2348.0,3
2020-09-01,TOTEXPSB,97149.0,1
2020-09-01,TOTIMPSB,161926.0,1
2020-10-01,INDPROD,324544.0,1
2020-10-01,REFINOBS,418020.0,1
2020-10-01,STATDIFF,-11539.0,3
2020-10-01,TOTEXPSB,90260.0,1
2020-10-01,TOTIMPSB,164494.0,1
2020-11-01,INDPROD,336286.0,1
2020-11-01,REFINOBS,425772.0,1
2020-11-01,STATDIFF,-8947.0,3
2020-11-01,TOTEXPSB,81771.0,1
2020-11-01,TOTIMPSB,168655.0,1
2020-12-01,INDPROD,346553.0,1
2020-12-01,REFINOBS,440322.0,1
2020-12-01,STATDIFF,-3333.0,3
2020-12-01,TOTEXPSB,104515.0,1
2020-12-01,TOTIMPSB,178597.0,1
2021-01-01,INDPROD,345713.0,1
2021-01-01,REFINOBS,453387.0,1
2021-01-01,STATDIFF,-24700.0,3
2021-01-01,TOTEXPSB,95345.0,1
2021-01-01,TOTIMPSB,181197.0,1
2021-02-01,INDPROD,278271.0,1
2021-02-01,REFINOBS,349461.0,1
2021-02-01,STATDIFF,-5679.0,3
2021-02-01,TOTEXPSB,74242.0,1
2021-02-01,TOTIMPSB,157380.0,1
2021-03-01,INDPROD,352545.0,1
2021-03-01,REFINOBS,448524.0,1
2021-03-01,STATDIFF,-3522.0,3
2021-03-01,TOTEXPSB,81053.0,1
2021-03-01,TOTIMPSB,179778.0,1
2021-04-01,INDPROD,340585.0,1
2021-04-01,REFINOBS,457709.0,1
2021-04-01,STATDIFF,-23550.0,3
2021-04-01,TOTEXPSB,97101.0,1
2021-04-01,TOTIMPSB,174661.0,1
2021-05-01,INDPROD,354103.0,1
2021-05-01,REFINOBS,483466.0,1
2021-05-01,STATDIFF,-11670.0,3
2021-05-01,TOTEXPSB,84115.0,1
2021-05-01,TOTIMPSB,181932.0,1
2021-06-01,INDPROD,341813.0,1
2021-06-01,REFINOBS,485707.0,1
2021-06-01,STATDIFF,-12403.0,3
2021-06-01,TOTEXPSB,104625.0,1
2021-06-01,TOTIMPSB,199427.0,1
2021-07-01,INDPROD,353905.0,1
2021-07-01,REFINOBS,491407.0,1
2021-07-01,STATDIFF,-12370.0,3
2021-07-01,TOTEXPSB,83692.0,1
2021-07-01,TOTIMPSB,198242.0,1
2021-08-01,INDPROD,350736.0,1
2021-08-01,REFINOBS,487506.0,1
2021-08-01,STATDIFF,-19102.0,3
2021-08-01,TOTEXPSB,95348.0,1
2021-08-01,TOTIMPSB,193332.0,1
2021-09-01,INDPROD,328715.0,1
2021-09-01,REFINOBS,456950.0,1
2021-09-01,STATDIFF,-7236.0,3
2021-09-01,TOTEXPSB,79995.0,1
2021-09-01,TOTIMPSB,195784.0,1
2021-10-01,INDPROD,360746.0,1
2021-10-01,REFINOBS,466406.0,1
2021-10-01,STATDIFF,-19579.0,3
2021-10-01,TOTEXPSB,89907.0,1
2021-10-01,TOTIMPSB,185112.0,1
2021-11-01,INDPROD,356024.0,1
2021-11-01,REFINOBS,470519.0,1
2021-11-01,STATDIFF,-6001.0,3
2021-11-01,TOTEXPSB,93311.0,1
2021-11-01,TOTIMPSB,190010.0,1
2021-12-01,INDPROD,364322.0,1
2021-12-01,REFINOBS,488464.0,1
2021-12-01,STATDIFF,-12620.0,3
2021-12-01,TOTEXPSB,107881.0,1
2021-12-01,TOTIMPSB,199068.0,1
2022-01-01,INDPROD,354716.0,1
2022-01-01,REFINOBS,479498.0,1
2022-01-01,STATDIFF,-18154.0,3
2022-01-01,TOTEXPSB,103759.0,1
2022-01-01,TOTIMPSB,197873.0,1
2022-02-01,INDPROD,321080.0,1
2022-02-01,REFINOBS,431124.0,1
2022-02-01,STATDIFF,-15779.0,3
2022-02-01,TOTEXPSB,92653.0,1
2022-02-01,TOTIMPSB,172325.0,1
2022-03-01,INDPROD,368134.0,1
2022-03-01,REFINOBS,491251.0,1
2022-03-01,STATDIFF,-8647.0,3
2022-03-01,TOTEXPSB,102883.0,1
2022-03-01,TOTIMPSB,198883.0,1
2022-04-01,INDPROD,354365.0,1
2022-04-01,REFINOBS,469449.0,1
2022-04-01,STATDIFF,-17024.0,3
2022-04-01,TOTEXPSB,97178.0,1
2022-04-01,TOTIMPSB,181770.0,1
2022-05-01,INDPROD,363992.0,1
2022-05-01,REFINOBS,503402.0,1
2022-05-01,STATDIFF,-25468.0,3
2022-05-01,TOTEXPSB,106708.0,1
2022-05-01,TOTIMPSB,191050.0,1
2022-06-01,INDPROD,357385.0,1
2022-06-01,REFINOBS,497130.0,1
2022-06-01,STATDIFF,-27840.0,3
2022-06-01,TOTEXPSB,107154.0,1
2022-06-01,TOTIMPSB,194195.0,1
2022-07-01,INDPROD,371739.0,1
2022-07-01,REFINOBS,507098.0,1
2022-07-01,STATDIFF,-29701.0,3
2022-07-01,TOTEXPSB,117665.0,1
2022-07-01,TOTIMPSB,204719.0,1
2022-08-01,INDPROD,375798.0,1
2022-08-01,REFINOBS,509258.0,1
2022-08-01,STATDIFF,-22136.0,3
2022-08-01,TOTEXPSB,113235.0,1
2022-08-01,TOTIMPSB,196232.0,1
2022-09-01,INDPROD,373159.0,1
2022-09-01,REFINOBS,484236.0,1
2022-09-01,STATDIFF,-8597.0,3
2022-09-01,TOTEXPSB,105163.0,1
2022-09-01,TOTIMPSB,188048.0,1
2022-10-01,INDPROD,385369.0,1
2022-10-01,REFINOBS,489050.0,1
2022-10-01,STATDIFF,-31849.0,3
2022-10-01,TOTEXPSB,128530.0,1
2022-10-01,TOTIMPSB,193347.0,1
2022-11-01,INDPROD,374003.0,1
2022-11-01,REFINOBS,493514.0,1
2022-11-01,STATDIFF,-20243.0,3
2022-11-01,TOTEXPSB,121265.0,1
2022-11-01,TOTIMPSB,187292.0,1
2022-12-01,INDPROD,377429.0,1
2022-12-01,REFINOBS,476685.0,1
2022-12-01,STATDIFF,-29812.0,3
2022-12-01,TOTEXPSB,119432.0,1
2022-12-01,TOTIMPSB,185694.0,1
2023-01-01,INDPROD,390928.0,1
2023-01-01,REFINOBS,467683.0,1
2023-01-01,STATDIFF,-19592.0,3
2023-01-01,TOTEXPSB,108933.0,1
2023-01-01,TOTIMPSB,195607.0,1
2023-02-01,INDPROD,352534.0,1
2023-02-01,REFINOBS,423517.0,1
2023-02-01,STATDIFF,-10779.0,3
2023-02-01,TOTEXPSB,111934.0,1
2023-02-01,TOTIMPSB,184689.0,1
2023-03-01,INDPROD,397280.0,1
2023-03-01,REFINOBS,480888.0,1
2023-03-01,STATDIFF,-32997.0,3
2023-03-01,TOTEXPSB,150234.0,1
2023-03-01,TOTIMPSB,196086.0,1
2023-04-01,INDPROD,380410.0,1
2023-04-01,REFINOBS,475195.0,1
2023-04-01,STATDIFF,-16232.0,3
2023-04-01,TOTEXPSB,120269.0,1
2023-04-01,TOTIMPSB,185821.0,1
2023-05-01,INDPROD,394619.0,1
2023-05-01,REFINOBS,502666.0,1
2023-05-01,STATDIFF,-16529.0,3
2023-05-01,TOTEXPSB,117467.0,1
2023-05-01,TOTIMPSB,200556.0,1
2023-06-01,INDPROD,385967.0,1
2023-06-01,REFINOBS,492184.0,1
2023-06-01,STATDIFF,-12731.0,3
2023-06-01,TOTEXPSB,114618.0,1
2023-06-01,TOTIMPSB,194814.0,1
2023-07-01,INDPROD,400994.0,1
2023-07-01,REFINOBS,515467.0,1
2023-07-01,STATDIFF,-23796.0,3
2023-07-01,TOTEXPSB,118874.0,1
2023-07-01,TOTIMPSB,194899.0,1
2023-08-01,INDPROD,404469.0,1
2023-08-01,REFINOBS,517374.0,1
2023-08-01,STATDIFF,-4088.0,3
2023-08-01,TOTEXPSB,128387.0,1
2023-08-01,TOTIMPSB,217594.0,1
2023-09-01,INDPROD,395300.0,1
2023-09-01,REFINOBS,487179.0,1
2023-09-01,STATDIFF,-18494.0,3
2023-09-01,TOTEXPSB,124719.0,1
2023-09-01,TOTIMPSB,199206.0,1
2023-10-01,INDPROD,407615.0,1
2023-10-01,REFINOBS,476064.0,1
2023-10-01,STATDIFF,-14331.0,3
2023-10-01,TOTEXPSB,127468.0,1
2023-10-01,TOTIMPSB,190192.0,1
2023-11-01,INDPROD,398433.0,1
2023-11-01,REFINOBS,478115.0,1
2023-11-01,STATDIFF,-7375.0,3
2023-11-01,TOTEXPSB,119019.0,1
2023-11-01,TOTIMPSB,208036.0,1
2023-12-01,INDPROD,412547.0,1
2023-12-01,REFINOBS,511557.0,1
2023-12-01,STATDIFF,-27762.0,3
2023-12-01,TOTEXPSB,140332.0,1
2023-12-01,TOTIMPSB,198926.0,1
